r2sum	12	90	2	1 1 1 1 1 1 2 2 2 2 2 2
r2blk	12	90	1	1 1 1 2 2 2 1 1 1 2 2 2
r2blk	12	90	2	1 1 1 2 2 2 1 1 1 2 2 2
r2rnd	12	90	1	1 1 2 2 1 1 1 2 2 2 1 2
r2rnd	12	90	2	1 1 2 2 1 1 1 2 2 2 1 2
r3per	12	90	1	1 2 3 1 2 3 1 2 3 1 2 3
r3per	12	90	2	1 2 3 1 2 3 1 2 3 1 2 3
r3sum	12	90	1	1 1 1 1 2 2 2 2 3 3 3 3
r3sum	12	90	2	1 1 1 1 2 2 2 2 3 3 3 3
r3blk	12	90	1	1 1 2 2 3 3 1 1 2 2 3 3
r3blk	12	90	2	1 1 2 2 3 3 1 1 2 2 3 3
r3rnd	12	90	1	3 1 3 2 3 2 2 1 3 2 1 1
r3rnd	12	90	2	3 1 3 2 3 2 2 1 3 2 1 1
id	16	160	1	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
id	16	160	2	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r2per	16	160	1	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
r2per	16	160	2	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
r2sum	16	160	1	1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2
r2sum	16	160	2	1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2
r2blk	16	160	1	1 1 1 1 2 2 2 2 1 1 1 1 2 2 2 2
r2blk	16	160	2	1 1 1 1 2 2 2 2 1 1 1 1 2 2 2 2
r2rnd	16	160	1	2 2 1 1 2 2 1 1 2 2 1 2 1 2 1 1
r2rnd	16	160	2	2 2 1 1 2 2 1 1 2 2 1 2 1 2 1 1
id	20	250	1	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
id	20	250	2	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
r2per	20	250	1	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
r2per	20	250	2	1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
